order_item_id,shipping_limit_date,price,product_category_name_english
1,2018-05-14,69.9,39
1,2018-01-09,75.0,39
1,2018-03-15,69.9,39
1,2017-08-11,75.0,39
2,2017-08-11,75.0,39
1,2018-04-27,69.9,39
1,2018-03-29,69.9,39
1,2018-03-27,69.9,39
1,2018-01-02,75.0,39
1,2018-01-16,69.9,39
1,2018-03-26,69.9,39
2,2018-03-26,69.9,39
1,2018-05-11,69.9,39
1,2017-08-11,75.0,39
1,2018-01-12,69.9,39
1,2017-11-24,75.0,39
1,2018-04-25,69.9,39
1,2018-05-14,69.9,39
1,2018-01-12,69.9,39
1,2018-05-28,69.9,39
1,2018-02-27,69.9,39
1,2018-01-12,69.9,39
2,2018-01-12,69.9,39
1,2018-04-12,69.9,39
1,2018-01-19,69.9,39
1,2018-05-11,69.9,39
2,2018-05-11,69.9,39
1,2018-01-15,69.9,39
1,2018-04-09,69.9,39
1,2018-01-17,69.9,39
1,2018-03-02,69.9,39
1,2018-05-04,69.9,39
1,2017-08-11,75.0,39
1,2018-01-25,69.9,39
1,2018-01-25,69.9,39
1,2018-01-12,69.9,39
1,2018-02-21,69.9,39
1,2018-04-24,69.9,39
2,2018-04-24,69.9,39
1,2018-01-31,69.9,39
1,2018-03-07,69.9,39
1,2018-03-06,69.9,39
2,2018-03-06,69.9,39
1,2017-12-12,75.0,39
1,2018-01-19,69.9,39
1,2018-03-13,69.9,39
1,2018-03-29,69.9,39
1,2018-01-11,69.9,39
2,2018-01-11,69.9,39
1,2018-01-24,69.9,39
1,2017-08-11,75.0,39
1,2018-02-26,69.9,39
1,2018-01-24,69.9,39
1,2018-04-25,69.9,39
1,2018-05-25,69.9,39
1,2018-03-28,69.9,39
1,2017-11-09,75.0,39
2,2017-11-09,75.0,39
1,2017-08-03,75.0,39
1,2018-05-07,69.9,39
1,2018-06-04,69.9,39
1,2017-12-15,75.0,39
1,2017-11-24,75.0,39
2,2017-11-24,75.0,39
3,2017-11-24,75.0,39
1,2017-12-06,75.0,39
2,2017-12-06,75.0,39
1,2018-01-12,69.9,39
2,2018-01-12,69.9,39
1,2017-11-24,75.0,39
2,2017-11-24,75.0,39
1,2018-05-11,69.9,39
1,2018-01-25,69.9,39
1,2018-05-11,69.9,39
1,2018-04-16,69.9,39
1,2017-08-11,75.0,39
1,2018-05-29,69.9,39
1,2018-01-02,75.0,39
1,2017-11-20,75.0,39
1,2018-02-22,69.9,39
1,2018-05-22,69.9,39
1,2018-01-08,75.0,39
1,2018-03-11,69.9,39
1,2018-05-01,69.9,39
1,2018-04-10,69.9,39
1,2018-01-16,69.9,39
1,2018-01-17,69.9,39
1,2017-12-12,75.0,39
1,2017-11-23,75.0,39
2,2017-11-23,75.0,39
1,2018-01-11,69.9,39
1,2017-11-20,75.0,39
1,2017-12-22,75.0,39
1,2017-12-08,75.0,39
1,2018-01-12,69.9,39
1,2017-11-30,75.0,39
1,2018-05-21,69.9,39
1,2018-01-19,69.9,39
2,2018-01-19,69.9,39
1,2018-01-12,69.9,39
2,2018-01-12,69.9,39
1,2018-02-28,69.9,39
1,2018-05-11,69.9,39
1,2018-06-04,69.9,39
1,2018-05-14,69.9,39
1,2018-03-02,69.9,39
1,2018-01-17,69.9,39
1,2018-01-25,69.9,39
1,2018-01-12,69.9,39
1,2018-01-04,75.0,39
1,2017-12-19,75.0,39
2,2017-12-19,75.0,39
1,2018-04-16,69.9,39
1,2018-04-18,69.9,39
1,2018-03-07,69.9,39
2,2018-03-07,69.9,39
1,2018-04-05,69.9,39
1,2018-04-09,69.9,39
1,2018-03-26,69.9,39
1,2018-05-14,69.9,39
2,2018-05-14,69.9,39
1,2018-04-30,69.9,39
1,2018-05-18,69.9,39
1,2018-01-16,69.9,39
1,2018-04-19,69.9,39
1,2018-01-03,75.0,39
1,2017-11-20,75.0,39
2,2017-11-20,75.0,39
3,2017-11-20,75.0,39
1,2018-05-04,69.9,39
1,2018-02-27,69.9,39
1,2017-12-08,75.0,39
1,2018-05-23,69.9,39
1,2017-12-05,75.0,39
1,2018-03-30,69.9,39
2,2018-03-30,69.9,39
1,2018-01-12,69.9,39
1,2017-12-07,75.0,39
1,2018-05-29,69.9,39
2,2018-05-29,69.9,39
1,2018-05-21,69.9,39
1,2018-01-12,69.9,39
1,2018-05-11,69.9,39
2,2018-05-11,69.9,39
1,2018-05-25,69.9,39
1,2018-03-13,69.9,39
1,2018-05-25,69.9,39
2,2018-05-25,69.9,39
1,2018-01-19,69.9,39
1,2018-05-18,69.9,39
1,2018-04-26,69.9,39
1,2017-12-05,75.0,39
1,2017-11-24,75.0,39
1,2018-04-16,69.9,39
2,2018-04-16,69.9,39
1,2018-04-23,69.9,39
1,2018-03-16,69.9,39
2,2018-03-16,69.9,39
1,2018-01-24,69.9,39
1,2018-05-07,69.9,39
2,2018-05-07,69.9,39
1,2018-05-25,69.9,39
1,2018-04-23,69.9,39
1,2018-03-28,69.9,39
1,2017-11-24,75.0,39
2,2017-11-24,75.0,39
1,2018-02-23,69.9,39
2,2018-02-23,69.9,39
1,2017-12-06,75.0,39
1,2018-01-25,69.9,39
1,2018-01-17,69.9,39
1,2018-01-04,75.0,39
1,2017-08-11,75.0,39
1,2018-05-14,69.9,39
1,2018-01-19,69.9,39
1,2018-02-20,69.9,39
1,2018-02-02,69.9,39
1,2018-01-22,69.9,39
1,2018-03-27,69.9,39
1,2018-03-07,69.9,39
1,2018-01-18,69.9,39
1,2017-11-23,75.0,39
1,2018-03-07,69.9,39
2,2018-03-07,69.9,39
1,2018-04-03,69.9,39
1,2018-02-21,69.9,39
2,2018-02-21,69.9,39
1,2017-08-04,75.0,39
1,2018-04-23,69.9,39
2,2018-04-23,69.9,39
1,2018-07-25,89.9,39
1,2018-04-10,69.9,39
1,2018-03-28,69.9,39
1,2018-05-10,69.9,39
2,2018-05-10,69.9,39
1,2017-11-21,75.0,39
1,2018-01-25,69.9,39
1,2017-11-28,75.0,39
2,2017-11-28,75.0,39
1,2018-01-11,69.9,39
1,2018-05-10,69.9,39
1,2017-08-13,75.0,39
1,2018-03-09,69.9,39
2,2018-03-09,69.9,39
1,2018-01-02,75.0,39
2,2018-01-02,75.0,39
1,2017-08-08,75.0,39
2,2017-08-08,75.0,39
3,2017-08-08,75.0,39
1,2018-05-24,69.9,39
2,2018-05-24,69.9,39
1,2017-12-21,75.0,39
1,2018-04-19,69.9,39
1,2018-04-09,69.9,39
2,2018-04-09,69.9,39
1,2018-05-04,69.9,39
1,2018-04-13,69.9,39
1,2018-05-14,69.9,39
2,2018-05-14,69.9,39
1,2018-05-15,69.9,39
2,2018-05-15,69.9,39
1,2018-02-21,69.9,39
2,2018-02-21,69.9,39
1,2018-01-18,69.9,39
1,2018-04-12,69.9,39
1,2018-03-07,69.9,39
1,2018-03-13,69.9,39
1,2017-12-07,75.0,39
1,2017-12-15,75.0,39
1,2018-03-08,69.9,39
2,2018-03-08,69.9,39
3,2018-03-08,69.9,39
1,2018-01-29,69.9,39
2,2018-01-29,69.9,39
1,2018-05-04,69.9,39
1,2018-05-28,69.9,39
1,2018-04-22,69.9,39
2,2018-04-22,69.9,39
1,2018-02-23,69.9,39
1,2018-03-02,69.9,39
1,2018-04-24,69.9,39
1,2018-01-10,75.0,39
1,2018-05-07,69.9,39
1,2017-10-20,75.0,39
1,2018-05-10,69.9,39
1,2018-01-30,69.9,39
1,2017-08-09,75.0,39
1,2017-12-19,75.0,39
1,2018-01-04,75.0,39
2,2018-01-04,75.0,39
1,2018-05-11,69.9,39
1,2018-05-18,69.9,39
1,2018-05-31,69.9,39
2,2018-05-31,69.9,39
1,2018-03-30,69.9,39
1,2018-04-16,69.9,39
1,2018-03-12,69.9,39
2,2018-03-12,69.9,39
1,2018-05-09,69.9,39
1,2018-05-04,69.9,39
1,2018-06-04,69.9,39
1,2017-11-08,75.0,39
1,2018-03-08,69.9,39
1,2018-02-21,69.9,39
2,2018-02-21,69.9,39
3,2018-02-21,69.9,39
1,2018-03-29,69.9,39
1,2018-01-12,69.9,39
1,2018-05-21,69.9,39
2,2018-05-21,69.9,39
3,2018-05-21,69.9,39
1,2018-01-17,69.9,39
1,2017-12-20,75.0,39
1,2018-05-10,69.9,39
1,2018-01-11,69.9,39
1,2018-07-17,89.9,39
1,2018-01-04,75.0,39
1,2017-08-04,75.0,39
1,2018-05-22,69.9,39
1,2018-01-14,69.9,39
1,2018-05-07,69.9,39
1,2018-03-28,69.9,39
1,2018-04-12,69.9,39
1,2018-03-29,69.9,39
1,2018-03-09,69.9,39
1,2018-05-10,69.9,39
1,2018-02-01,69.9,39
1,2017-11-24,75.0,39
2,2017-11-24,75.0,39
1,2018-03-20,69.9,39
1,2018-04-23,69.9,39
1,2018-01-30,69.9,39
1,2018-05-14,69.9,39
1,2018-05-24,69.9,39
1,2018-04-24,69.9,39
1,2018-03-22,69.9,39
1,2018-04-23,69.9,39
2,2018-04-23,69.9,39
1,2018-04-11,69.9,39
2,2018-04-11,69.9,39
3,2018-04-11,69.9,39
1,2018-05-04,69.9,39
1,2018-05-25,69.9,39
1,2018-05-25,69.9,39
1,2018-03-15,69.9,39
1,2018-04-11,69.9,39
1,2017-08-08,75.0,39
1,2017-08-08,75.0,39
2,2017-08-08,75.0,39
2,2017-08-08,75.0,39
1,2018-04-01,69.9,39
1,2018-03-23,69.9,39
1,2018-05-10,69.9,39
2,2018-05-10,69.9,39
1,2018-01-18,69.9,39
1,2018-05-09,69.9,39
1,2018-08-13,109.9,39
1,2017-12-19,75.0,39
2,2017-12-19,75.0,39
1,2018-05-07,69.9,39
1,2018-01-25,69.9,39
1,2018-03-19,69.9,39
1,2018-03-08,69.9,39
1,2018-04-30,69.9,39
1,2018-03-29,69.9,39
1,2018-05-25,69.9,39
1,2018-04-23,69.9,39
2,2018-04-23,69.9,39
1,2018-02-21,69.9,39
1,2018-03-16,69.9,39
2,2018-03-16,69.9,39
1,2017-12-08,75.0,39
2,2017-12-08,75.0,39
3,2017-12-08,75.0,39
4,2017-12-08,75.0,39
1,2018-01-11,69.9,39
1,2018-03-14,69.9,39
1,2018-01-29,69.9,39
1,2018-01-19,69.9,39
1,2018-01-11,69.9,39
1,2018-01-26,69.9,39
2,2018-01-26,69.9,39
1,2018-01-19,69.9,39
1,2018-05-10,69.9,39
1,2018-04-26,69.9,39
1,2017-11-29,75.0,39
2,2017-11-29,75.0,39
1,2018-01-23,69.9,39
2,2018-01-23,69.9,39
1,2018-01-12,69.9,39
1,2018-01-08,75.0,39
1,2018-04-02,69.9,39
2,2018-04-02,69.9,39
1,2018-04-26,69.9,39
1,2018-03-06,69.9,39
2,2018-03-06,69.9,39
1,2018-04-26,69.9,39
1,2018-05-10,69.9,39
1,2018-01-29,69.9,39
1,2018-02-28,69.9,39
1,2018-04-05,69.9,39
1,2018-01-19,69.9,39
1,2018-04-26,69.9,39
1,2018-01-23,69.9,39
1,2018-01-11,69.9,39
1,2018-01-11,69.9,39
1,2018-04-09,69.9,39
1,2018-03-16,69.9,39
1,2018-03-12,69.9,39
2,2018-03-12,69.9,39
1,2018-01-31,69.9,39
1,2018-05-22,69.9,39
2,2018-05-22,69.9,39
1,2018-03-06,69.9,39
1,2018-01-17,69.9,39
1,2017-12-13,75.0,39
2,2017-12-13,75.0,39
1,2018-01-24,69.9,39
1,2018-05-09,69.9,39
1,2018-01-15,69.9,39
1,2018-03-06,69.9,39
1,2017-11-27,75.0,39
1,2018-01-11,69.9,39
1,2018-01-31,69.9,39
1,2018-05-22,69.9,39
1,2018-01-12,69.9,39
1,2018-03-02,69.9,39
1,2017-11-22,75.0,39
1,2018-04-26,69.9,39
2,2018-04-23,69.9,39
1,2018-03-22,69.9,39
1,2018-05-09,69.9,39
1,2018-01-12,69.9,39
1,2018-01-29,69.9,39
2,2018-01-29,69.9,39
1,2018-05-03,69.9,39
2,2018-05-03,69.9,39
3,2018-05-03,69.9,39
4,2018-05-03,69.9,39
1,2018-04-05,69.9,39
1,2018-01-12,69.9,39
1,2018-01-22,69.9,39
1,2017-11-20,75.0,39
1,2018-05-23,69.9,39
2,2018-05-23,69.9,39
1,2018-03-25,69.9,39
1,2018-03-15,69.9,39
1,2018-03-15,69.9,39
1,2018-04-23,69.9,39
1,2018-03-30,69.9,39
1,2018-01-29,69.9,39
2,2018-01-29,69.9,39
1,2018-05-10,69.9,39
1,2018-01-30,69.9,39
1,2017-12-05,75.0,39
1,2017-12-05,75.0,39
1,2018-05-18,69.9,39
2,2018-05-18,69.9,39
1,2018-05-14,69.9,39
1,2018-01-08,75.0,39
1,2017-08-11,75.0,39
1,2017-11-24,75.0,39
1,2018-03-23,69.9,39
1,2018-01-24,69.9,39
1,2018-04-24,69.9,39
1,2018-01-12,69.9,39
1,2018-06-06,69.9,39
1,2018-05-10,69.9,39
1,2018-01-19,69.9,39
1,2018-01-21,69.9,39
1,2018-05-10,69.9,39
1,2017-12-15,75.0,39
1,2018-03-06,69.9,39
1,2018-01-12,69.9,39
2,2018-01-12,69.9,39
1,2018-03-22,69.9,39
1,2018-01-18,69.9,39
1,2018-01-18,69.9,39
1,2018-05-23,69.9,39
1,2018-03-08,69.9,39
1,2018-01-11,69.9,39
1,2018-04-19,69.9,39
1,2018-01-19,69.9,39
1,2018-03-12,69.9,39
1,2018-05-02,69.9,39
1,2018-01-15,69.9,39
1,2018-04-11,69.9,39
1,2018-03-23,69.9,39
1,2018-01-19,69.9,39
1,2018-05-01,69.9,39
1,2018-03-29,69.9,39
1,2018-01-26,69.9,39
2,2018-01-26,69.9,39
1,2017-12-12,75.0,39
1,2017-12-11,75.0,39
1,2018-04-01,69.9,39
1,2018-04-08,69.9,39
2,2018-04-08,69.9,39
3,2018-04-08,69.9,39
1,2018-05-10,69.9,39
1,2017-11-22,75.0,39
1,2018-01-16,69.9,39
1,2018-02-26,69.9,39
1,2018-08-08,89.9,39
